id,name,host_id,host_name,host_since,host_listings_count,street,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,year,month
4698140,Waikiki Marina Resort (2),22267033,Jennifer,2014-10-08,47,"Ala Moana Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.283491598915894,-157.83878727819777,TRUE,Apartment,Entire home/apt,NA,2016,1
4857597,Waikiki Marina Resort (3),22267033,Jennifer,2014-10-08,47,"Kalakaua Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.281750781328984,-157.83107118685243,TRUE,Apartment,Entire home/apt,NA,2016,1
9693145,"Marriot Oceanfront Villa Oahu, HI",50060898,Will,2015-11-28,1,"Waipahe Place, Kapolei, HI 96707, United States",Kapolei,HI,96707,Oahu,"Kapolei, HI",US,United States,21.33248008922319,-158.12071953617624,TRUE,Villa,Entire home/apt,6,2016,1
4689062,Beachfront Home at Banzai Pipeline,24244347,William,2014-11-28,7,"Ke Nui Road, Haleiwa, HI 96712, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.661233898679566,-158.0544715991631,TRUE,House,Entire home/apt,6,2016,1
9899937,Honolulu Sky Villa,2389119,TravelKeys,2012-05-16,523,"Punahou St, Honolulu, HI 96781, United States",Honolulu,HI,96781,Oahu,"Honolulu, HI",US,United States,21.309604063394318,-157.8281035944899,FALSE,House,Entire home/apt,10,2016,1
9899953,Royal Hawaiian Beach Estate,2389119,TravelKeys,2012-05-16,523,"Kalanianaole Hwy, Honolulu, HI 96795, United States",Honolulu,HI,96795,Oahu,"Honolulu, HI",US,United States,21.32571265843133,-157.68258601404887,FALSE,House,Entire home/apt,16,2016,1
7853879,Island Colony 4418,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.280489519551267,-157.824736125109,TRUE,Condominium,Entire home/apt,NA,2016,1
7853231,Island Colony 807,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.282392619376267,-157.82509613436687,TRUE,Condominium,Entire home/apt,3,2016,1
7854756,Island Colony 2316,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.280848504114935,-157.82496297564717,TRUE,Condominium,Entire home/apt,4,2016,1
7854136,Island Colony 1018,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.281466226312098,-157.82510647789522,TRUE,Condominium,Entire home/apt,3,2016,1
7855345,Island Colony 4216,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.282077412214647,-157.82523834328165,TRUE,Condominium,Entire home/apt,4,2016,1
7853148,Island Colony 1411,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.281675612743342,-157.82498447148302,TRUE,Condominium,Entire home/apt,4,2016,1
6479235,ROYAL KUHIO for 4 GUESTS,3975009,Elisabet,2012-10-25,48,"Kuhio Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.280393386515247,-157.8280045411243,TRUE,Condominium,Entire home/apt,4,2016,1
5697543,(The Ilikai) Waikiki Marina Studio!,6346492,Dana,2013-05-12,70,"Ala Moana Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28384150998081,-157.83936555787102,TRUE,Apartment,Entire home/apt,4,2016,1
6362770,White Sand Beach at your Front Door,11883941,Deborah D.,2014-02-02,21,"Hoomana Place, Waialua, HI 96791, United States",Waialua,HI,96791,Oahu,"Waialua, HI",US,United States,21.579402909489264,-158.17848688913045,TRUE,House,Entire home/apt,8,2016,1
7903164,Bay view sunrise Hale,41648990,Lin,2015-08-16,1,"Iuiu Street, Kaneohe, HI 96744, United States",Kaneohe,HI,96744,Oahu,"Kaneohe, HI",US,United States,21.452306288282102,-157.82571318590138,TRUE,House,Entire home/apt,5,2016,1
5465739,Cozy Condo in the Heart of Waikiki!,2441500,Lisa,2012-05-22,3,"Kapahulu Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.272666327805894,-157.82126098246198,TRUE,Apartment,Entire home/apt,2,2016,1
9899956,Grand Kailua Beachside Estate,2389119,TravelKeys,2012-05-16,523,"Wilikoki Pl, Kailua, HI 96734, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.41229452976508,-157.74372744940055,FALSE,House,Entire home/apt,14,2016,1
9186234,New Years Promo Week! Resort/Pool,9296727,Jesse,2013-10-08,593,"Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.273846070473407,-157.82107943394817,FALSE,Apartment,Entire home/apt,4,2016,1
6670537,1 bdr condo Hawaiian Princess,9296727,Jesse,2013-10-08,593,"Lahilahi Street, Waianae, HI 96792, United States",Waianae,HI,96792,Oahu,"Waianae, HI",US,United States,21.46296168202222,-158.2114240488713,TRUE,Apartment,Entire home/apt,4,2016,1
10120955,Gorgeous 5BR Oahu Beachfront House,48618586,Evolve Vacation Rental,2015-11-09,131,"Farrington Highway, Waiʻanae, HI 96792, United States",Waiʻanae,HI,96792,Oahu,"Waiʻanae, HI",US,United States,21.414024847892797,-158.177787120963,TRUE,House,Entire home/apt,10,2016,1
10120957,3BR Ocean View Honolulu Condo,48618586,Evolve Vacation Rental,2015-11-09,131,"Ala Moana Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.287921143736682,-157.83904608236048,TRUE,Condominium,Entire home/apt,6,2016,1
7853596,Island Colony 3604,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28152341466423,-157.82484711726968,TRUE,Condominium,Entire home/apt,3,2016,1
7854036,Island Colony 3512,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28042392293115,-157.82641548835392,TRUE,Condominium,Entire home/apt,3,2016,1
7854564,The Banyan 2806,9286303,RA Rentals,2013-10-07,818,"Ohua Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27513483878659,-157.82092394958585,TRUE,Condominium,Entire home/apt,4,2016,1
7825643,Island Colony 4218,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.2819420538172,-157.8248214363901,TRUE,Condominium,Entire home/apt,4,2016,1
7837981,Island Colony 4410,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28145587505097,-157.82665198523608,TRUE,Condominium,Entire home/apt,2,2016,1
7853810,Island Colony 1412,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28224836837234,-157.82623415385598,TRUE,Condominium,Entire home/apt,2,2016,1
9526541,Beachfront Villa on North Shore,43446520,Cindy,2015-09-05,3,"Ke Iki Road, Haleiwa, HI 96712, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.65588593921133,-158.06170186869124,FALSE,House,Entire home/apt,8,2016,1
7648976,"Spacious home in Haleiwa, HI",18114940,Monique,2014-07-14,1,"A Alapio Road, Haleiwa, HI 96712, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.649086096144604,-158.04947645377925,TRUE,House,Entire home/apt,6,2016,1
8882818,Waikiki Shore Picturesque Studio,44292536,Waikiki,2015-09-15,5,"Kalia Road, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.278760949696206,-157.8337198281971,TRUE,Condominium,Entire home/apt,2,2016,1
4907152,1 BR /walk to Waikiki,10461496,Jacky,2013-12-06,1,"Ahana Street, Honolulu, HI 96814, United States",Honolulu,HI,96814,Oahu,"Honolulu, HI",US,United States,21.297664000369284,-157.83875209987602,TRUE,Apartment,Entire home/apt,2,2016,1
1405415,2 BR. 5 MINS. DR. TO WAIKIKI BEACH,7175139,Sonia & James,2013-06-29,1,"Maunawai Place, Honolulu, HI 96826, United States",Honolulu,HI,96826,Oahu,"Honolulu, HI",US,United States,21.28743557213703,-157.82029747970006,TRUE,House,Entire home/apt,6,2016,1
4715067,Log Cabins Beach Cottage,24244347,William,2014-11-28,7,"Ke Waena Road, Haleiwa, HI 96712, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.660272328553575,-158.05759458875175,TRUE,House,Entire home/apt,5,2016,1
4687356,The Heart Studio of Waikiki,24234573,Priscilla,2014-11-27,1,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27926664361425,-157.82834231247708,TRUE,Apartment,Entire home/apt,2,2016,1
9899927,Lanikai Beach Bungalow,2389119,TravelKeys,2012-05-16,523,"Mokulua Dr, Kailua, HI 96734, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.390280588699657,-157.71553928878788,FALSE,House,Entire home/apt,8,2016,1
9899946,Kailua Beahcfront Retreat,2389119,TravelKeys,2012-05-16,523,"Kai Nani Pl, Kailua, HI 96734, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.414906005727065,-157.7453357469733,FALSE,House,Entire home/apt,12,2016,1
6633203,1br luxury Royal Garden Waikiki,9296727,Jesse,2013-10-08,593,"Olohana Street, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28502250156781,-157.83097619948327,TRUE,Apartment,Entire home/apt,4,2016,1
7856137,Island Colony 2202,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.280541204738793,-157.82526619424019,TRUE,Condominium,Entire home/apt,4,2016,1
7854219,The Banyan 1507,9286303,RA Rentals,2013-10-07,818,"Ohua Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27582578457473,-157.82197277804002,TRUE,Condominium,Entire home/apt,4,2016,1
7825126,Island Colony 808,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.281514466426124,-157.82649627034323,TRUE,Condominium,Entire home/apt,3,2016,1
6948959,Waikiki Marina Timeshare at Ilikai,6346492,Dana,2013-05-12,70,"Ala Moana Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.284712742251852,-157.8387920223404,TRUE,Apartment,Entire home/apt,4,2016,1
8882823,Waikiki Shore - Luxury 2 BR Ocean,44292536,Waikiki,2015-09-15,5,"Kalia Road, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.279406283590102,-157.83364962088297,TRUE,Condominium,Entire home/apt,6,2016,1
3850056,Ocean Vw Bliss ★★Feb/Mar 10% Off★★,1201408,Shawn,2011-09-23,4,"Kamehameha Highway, Kaaawa, HI 96730, United States",Kaaawa,HI,96730,Oahu,"Kaaawa, HI",US,United States,21.555295722483596,-157.85459819388151,TRUE,House,Entire home/apt,6,2016,1
8882816,Waikiki Shore - Ocean View Studio,44292536,Waikiki,2015-09-15,5,"Kalia Road, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27856643592583,-157.8322500365704,TRUE,Condominium,Entire home/apt,2,2016,1
9899952,Hale Maluhia,2389119,TravelKeys,2012-05-16,523,"Melemele Pl, Honolulu, HI 96822, United States",Honolulu,HI,96822,Oahu,"Honolulu, HI",US,United States,21.314277557573458,-157.79614153834441,FALSE,House,Entire home/apt,8,2016,1
6981738,1 bdr condo Hawaiian Sun Holidays,9296727,Jesse,2013-10-08,593,"Ohua Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.274176783689093,-157.82218246189564,TRUE,Apartment,Entire home/apt,4,2016,1
7317394,Studio Royal Garden At Waikiki,9296727,Jesse,2013-10-08,593,"Olohana Street, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.284281077111785,-157.82928316935292,TRUE,Apartment,Entire home/apt,4,2016,1
7837001,Island Colony 2917,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.280323732941206,-157.825413521831,TRUE,Condominium,Entire home/apt,4,2016,1
7854295,The Banyan 3802,9286303,RA Rentals,2013-10-07,818,"Ohua Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27524181999053,-157.82181533056914,TRUE,Condominium,Entire home/apt,4,2016,1
7853671,Island Colony 3105,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28158186032698,-157.8265556574916,TRUE,Condominium,Entire home/apt,4,2016,1
7837475,Island Colony 2112,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.281012906505374,-157.82635808910473,TRUE,Condominium,Entire home/apt,2,2016,1
7855128,Island Colony 815,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28076602877257,-157.82551472591993,TRUE,Condominium,Entire home/apt,4,2016,1
7836375,Island Colony 4308,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28052400122199,-157.82620357676214,TRUE,Condominium,Entire home/apt,2,2016,1
7855564,Hawaiian King 506,9286303,RA Rentals,2013-10-07,818,"Nohonani Street, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27954414096641,-157.826979876668,TRUE,Condominium,Entire home/apt,4,2016,1
8882812,Waikiki Shore - 1 BR Garden View,44292536,Waikiki,2015-09-15,5,"Kalia Road, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.277857917827017,-157.83415471285258,TRUE,Condominium,Entire home/apt,NA,2016,1
8000100,"New, Near Town/Beach. ★Jan 22% Off★",1201408,Shawn,2011-09-23,4,"Kiekonea Way, Waialua, HI 96791, United States",Waialua,HI,96791,Oahu,"Waialua, HI",US,United States,21.56941245126383,-158.10900545755723,TRUE,House,Entire home/apt,8,2016,1
4920495,Waikiki Marina Resort,22267033,Jennifer,2014-10-08,47,"Ala Moana Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.283847432046016,-157.83953503775683,TRUE,Apartment,Entire home/apt,4,2016,1
6953063,"1min to beach,Ocean view ,kitchen",36382633,Winnie,2015-06-21,1,"Kuhio Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27741170607278,-157.82307717478147,TRUE,Apartment,Entire home/apt,4,2016,1
4933298,Waikiki Marina Resort (5),22267033,Jennifer,2014-10-08,47,"Ala Moana Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.284456805352598,-157.839422063338,TRUE,Apartment,Entire home/apt,4,2016,1
9691802,"Luxurious Villa, Weddings/Sleeps 41",50055672,Hale Koa,2015-11-28,1,"Halai Street, Hauula, HI 96717, United States",Hauula,HI,96717,Oahu,"Hauula, HI",US,United States,21.60555004020674,-157.90437899523525,FALSE,Villa,Entire home/apt,16,2016,1
848317,North Shore Hawaii Beachfront Home,4284556,Lanny,2012-11-29,2,"Kahaone Pl, Waialua, HI 96791, United States",Waialua,HI,96791,Oahu,"Waialua, HI",US,United States,21.583490431030455,-158.12324259850206,TRUE,House,Entire home/apt,8,2016,1
8811506,Oceanfront condo on secluded beach!,46162464,Paul,2015-10-09,1,"Farrington Highway, Waianae, HI 96792, United States",Waianae,HI,96792,Oahu,"Waianae, HI",US,United States,21.46228282359698,-158.21386597774148,TRUE,Apartment,Entire home/apt,4,2016,1
1801326,Modern/Near Beach ★1/22-30 Disc'nt★,1201408,Shawn,2011-09-23,4,"Iwia Street, Haleiwa, HI 96712, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.6785226607889,-158.03177108261394,FALSE,Apartment,Entire home/apt,3,2016,1
9899978,Premier Beachfront Vacation Home,2389119,TravelKeys,2012-05-16,523,"S Kalaheo Ave, Kailua, HI 96734, United States",Kailua,HI,96734,Oahu,"Kailua, HI",US,United States,21.39818438190893,-157.73360846448915,FALSE,House,Entire home/apt,12,2016,1
9899935,Tiki Moon Villas,2389119,TravelKeys,2012-05-16,523,"Laie, HI 96762, United States",Laie,HI,96762,Oahu,"Laie, HI",US,United States,21.64023208881324,-157.9183475359174,FALSE,House,Entire home/apt,16,2016,1
9899939,Beachfront Beauty,2389119,TravelKeys,2012-05-16,523,"Ke Iki Rd, Haleiwa, HI 96712, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.653566241284604,-158.0617267367465,FALSE,House,Entire home/apt,10,2016,1
7824988,Ilikai 1614,9286303,RA Rentals,2013-10-07,818,"Ala Moana Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.285394001910355,-157.83732337750848,TRUE,Condominium,Entire home/apt,4,2016,1
7825363,Island Colony 3306,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.282321139574215,-157.82647966936744,TRUE,Condominium,Entire home/apt,4,2016,1
7855962,2121 Ala Wai 2406,9286303,RA Rentals,2013-10-07,818,"Ala Wai Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28399622070689,-157.82715434854816,TRUE,Condominium,Entire home/apt,6,2016,1
7855061,Ilikai 925,9286303,RA Rentals,2013-10-07,818,"Ala Moana Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.285111597208534,-157.8378648679881,TRUE,Condominium,Entire home/apt,6,2016,1
7855491,Ilikai 703,9286303,RA Rentals,2013-10-07,818,"Ala Moana Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.284807295349047,-157.83780914097886,TRUE,Condominium,Entire home/apt,4,2016,1
7856646,Island Colony 3404,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.282210046719406,-157.82631047011347,TRUE,Condominium,Entire home/apt,3,2016,1
8882820,Waikiki Shore - 2 BR Penthouse,44292536,Waikiki,2015-09-15,5,"Kalia Road, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27714784550068,-157.83266670345225,TRUE,Condominium,Entire home/apt,6,2016,1
4138544,2 Bed Hawaiian Princess Makaha,9296727,Jesse,2013-10-08,593,"Lahilahi Street, Waianae, HI 96792, United States",Waianae,HI,96792,Oahu,"Waianae, HI",US,United States,21.46296281959875,-158.21134375044608,TRUE,Apartment,Entire home/apt,6,2016,1
7856494,Island Colony 3901,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28054941119383,-157.82521038677913,TRUE,Condominium,Entire home/apt,4,2016,1
7856725,Ilikai 608,9286303,RA Rentals,2013-10-07,818,"Ala Moana Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.283779976357874,-157.83811953097552,TRUE,Condominium,Entire home/apt,4,2016,1
7853457,Island Colony 4412,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.281884034848733,-157.82652822533953,TRUE,Condominium,Entire home/apt,4,2016,1
7853543,Island Colony 3414,9286303,RA Rentals,2013-10-07,818,"Seaside Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.280323787587953,-157.82552835745145,TRUE,Condominium,Entire home/apt,4,2016,1
7855688,Hawaiian King 308,9286303,RA Rentals,2013-10-07,818,"Nohonani Street, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28063599507439,-157.82638346171143,TRUE,Condominium,Entire home/apt,4,2016,1
6479804,KUHIO BANYAN CLUB WAIKIKI,3975009,Elisabet,2012-10-25,48,"Kuhio Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.279119838449432,-157.82526986011874,TRUE,Condominium,Entire home/apt,2,2016,1
9462473,Beachfront Villa on the North Shore,43446520,Cindy,2015-09-05,3,"Ke Iki Road, Haleiwa, HI 96712, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.65544569192222,-158.05975794812025,FALSE,Villa,Entire home/apt,8,2016,1
8956874,Beachfront Villa on the North Shore,43446520,Cindy,2015-09-05,3,"Ke Iki Road, Haleiwa, HI 96712, United States",Haleiwa,HI,96712,Oahu,"Haleiwa, HI",US,United States,21.654884037319764,-158.06193071869205,FALSE,House,Entire home/apt,8,2016,1
4898203,Waikiki Marina Resort (4),22267033,Jennifer,2014-10-08,47,"Ala Moana Boulevard, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.28474836222283,-157.83742679584722,TRUE,Apartment,Entire home/apt,4,2016,1
229954,"Beachfront Home. Yes, Beachfront!",1201408,Shawn,2011-09-23,4,"Kamehameha Hwy, Hauula, HI 96717, United States",Hauula,HI,96717,Oahu,"Hauula, HI",US,United States,21.60676815510335,-157.90845971626277,TRUE,House,Entire home/apt,8,2016,1
274640,"3 BDR, 1.5 BA, 3 beaches Feb. 3-17",104912,Pepi,2010-04-07,1,"Wainiha St, Honolulu, HI 96825, United States",Honolulu,HI,96825,Oahu,"Honolulu, HI",US,United States,21.303831891969892,-157.68746294627795,TRUE,Apartment,Entire home/apt,5,2016,1
4680378,Waikiki Condo-Steps from the beach!,2441500,Lisa,2012-05-22,3,"Kapahulu Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27127769715999,-157.82091858898994,TRUE,Apartment,Entire home/apt,3,2016,1
815543,Bali Style Oahu Hawaii Beach House,4284556,Lanny,2012-11-29,2,"Kahaone Pl, Waialua, HI 96791, United States",Waialua,HI,96791,Oahu,"Waialua, HI",US,United States,21.58325894276851,-158.12334131930783,TRUE,House,Entire home/apt,6,2016,1
4499499,1BD apt in the heart of Waikiki,10196164,Shem,2013-11-22,1,"Kuhio Avenue, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.276735757230906,-157.82389123684715,TRUE,Apartment,Entire home/apt,3,2016,1
3220225,810A KING with Ocean view!,2349948,Hawaii Dream Realty TEAM,2012-05-11,35,"Prince Edward Street, Honolulu, HI 96815, United States",Honolulu,HI,96815,Oahu,"Honolulu, HI",US,United States,21.27535799978431,-157.8225257639333,TRUE,Apartment,Entire home/apt,2,2016,1
